First operator; Second operator; Third operator; Left value; Right value; Expected result
DoubleProductOfTwo; DoubleProductOfTwo; DoubleSumSqrtsOfTwo; -0.8273111499899142; -0.02230029680380663; 0.271656284255481
DoubleSumOfTwo; DoubleSumOfTwo; DoubleProductOfTwo; -0.4289971209369092; -0.7794944524448362; 1.4604518829346864
DoubleSumOfTwo; DoubleProductOfTwo; DoubleSumSqrtsOfTwo; 0.10255506520466895; 0.8804940029904123; 1.29198642927109
DoubleProductOfTwo; DoubleProductOfTwo; DoubleProductOfTwo; 0.09177592772772813; -0.39403882200943174; 0.0013077827082997341
DoubleSumSqrtsOfTwo; DoubleSumSqrtsOfTwo; DoubleSumSqrtsOfTwo; 0.03814779175920591; 0.8545517806338259; 2.116349967552274
DoubleSumOfTwo; DoubleSumSqrtsOfTwo; DoubleSumOfTwo; 0.42074283322280803; 0.9186397212865793; 2.9464864275017595
DoubleSumOfTwo; DoubleSumOfTwo; DoubleSumOfTwo; -0.5274247593467398; -0.7445492517666048; -2.5439480222266893
DoubleSumOfTwo; DoubleSumOfTwo; DoubleSumOfTwo; 0.08287346949925833; -0.17353190429822085; -0.18131686959792503
DoubleSumOfTwo; DoubleProductOfTwo; DoubleProductOfTwo; -0.5364146796322815; 0.4469157621455566; 0.02145577018270404
DoubleSumOfTwo; DoubleProductOfTwo; DoubleProductOfTwo; -0.16980450485182863; 0.3642420343284134; -0.01202594919848444
DoubleProductOfTwo; DoubleProductOfTwo; DoubleSumOfTwo; 0.1627080535769072; 0.28217864359130407; 0.09182547571942581
DoubleSumOfTwo; DoubleSumOfTwo; DoubleSumOfTwo; -0.00858638214284646; 0.7952926441831494; 1.5734125240806058
DoubleSumOfTwo; DoubleSumOfTwo; DoubleProductOfTwo; 0.21138259481839605; 0.564063756650566; 0.601317044006525
DoubleSumOfTwo; DoubleProductOfTwo; DoubleProductOfTwo; -0.8032695066669149; 0.4683262311190117; 0.1260030412157689
DoubleProductOfTwo; DoubleSumOfTwo; DoubleSumOfTwo; -0.4471083596581129; 0.4550539854505; -0.19551281519827274
DoubleProductOfTwo; DoubleProductOfTwo; DoubleProductOfTwo; -0.49105599148264734; -0.9769979313113755; 0.2301703175934503
DoubleProductOfTwo; DoubleProductOfTwo; DoubleProductOfTwo; -0.6146679148048486; -0.06479217506422019; 0.0015860840819421887
DoubleProductOfTwo; DoubleSumOfTwo; DoubleProductOfTwo; 0.8645186293300153; -0.3014527095897286; -0.14674144454050755
DoubleSumOfTwo; DoubleProductOfTwo; DoubleSumOfTwo; -0.3717378401287732; -0.3659894984111849; -0.6016751928907711
DoubleSumOfTwo; DoubleSumSqrtsOfTwo; DoubleSumOfTwo; 0.10647050968231464; 0.4717300691951214; 1.5913248538931712
DoubleSumSqrtsOfTwo; DoubleSumOfTwo; DoubleProductOfTwo; 0.09127148463964496; 0.6890152768471967; 0.883425962836381
DoubleProductOfTwo; DoubleSumOfTwo; DoubleProductOfTwo; 0.7735023361333146; -0.28331170276920936; -0.1074214851604801
DoubleProductOfTwo; DoubleProductOfTwo; DoubleSumSqrtsOfTwo; 0.855018227851666; 0.7013895273956441; 1.5488070644822631
DoubleProductOfTwo; DoubleProductOfTwo; DoubleSumOfTwo; 0.6229983197708138; -0.6790779265890521; -0.846128814516855
DoubleSumOfTwo; DoubleSumSqrtsOfTwo; DoubleProductOfTwo; 0.24572210853870535; 0.27673550337364516; 0.5338263987496095
DoubleSumOfTwo; DoubleSumOfTwo; DoubleSumOfTwo; 0.86605424323053; -0.11192347786083845; 1.5082615307393832
DoubleSumOfTwo; DoubleSumSqrtsOfTwo; DoubleProductOfTwo; 0.7067380646489425; 0.5429419018359369; 1.9713989661030282
DoubleSumOfTwo; DoubleSumSqrtsOfTwo; DoubleSumOfTwo; 0.4328103037426074; 0.3128267799445972; 1.9628294817250413
DoubleProductOfTwo; DoubleSumOfTwo; DoubleProductOfTwo; -0.16722822932742298; 0.9689745922444237; -0.12991490474116998
DoubleSumOfTwo; DoubleSumOfTwo; DoubleSumOfTwo; -0.36711086081502664; -0.5378816026896556; -1.8099849270093644
DoubleSumSqrtsOfTwo; DoubleProductOfTwo; DoubleSumSqrtsOfTwo; 0.41485748546302315; 0.06276074005312249; 1.107200139955395
DoubleProductOfTwo; DoubleProductOfTwo; DoubleSumOfTwo; 0.9852389957919931; 0.31481398183508347; 0.6203340226489528
DoubleSumSqrtsOfTwo; DoubleSumOfTwo; DoubleProductOfTwo; 0.4627645352455969; 0.9544033389663418; 2.348535810737594
DoubleSumOfTwo; DoubleProductOfTwo; DoubleSumOfTwo; 0.7454903066476231; 0.13484346879360554; 0.9808582743416028
DoubleProductOfTwo; DoubleSumOfTwo; DoubleProductOfTwo; -0.9135493171457139; 0.24822723790134837; 0.15087363995765724
DoubleProductOfTwo; DoubleProductOfTwo; DoubleSumOfTwo; -0.3842316856457777; -0.715817572246984; 0.5500795847986538
DoubleSumSqrtsOfTwo; DoubleSumOfTwo; DoubleSumSqrtsOfTwo; 0.8763661952535795; 0.4441594542423506; 2.4150785527498932
DoubleSumOfTwo; DoubleProductOfTwo; DoubleSumOfTwo; 0.47455506074899745; -0.9442753780152686; -0.9178309766440895
DoubleSumSqrtsOfTwo; DoubleSumSqrtsOfTwo; DoubleSumOfTwo; 0.15370754808041065; 0.07991331773056665; 1.349489957957048
DoubleProductOfTwo; DoubleProductOfTwo; DoubleProductOfTwo; -0.07263767684521083; -0.1905983392606161; 1.916735188503871E-4
DoubleProductOfTwo; DoubleProductOfTwo; DoubleSumSqrtsOfTwo; -0.16997840966368738; -0.6590202295151175; 0.6693854212609591
DoubleSumOfTwo; DoubleSumOfTwo; DoubleSumSqrtsOfTwo; 0.974606448489973; 0.017790761629703944; 1.992382704321313
DoubleSumOfTwo; DoubleProductOfTwo; DoubleProductOfTwo; 0.23283151310604389; 0.6290954027084037; 0.12624922326251473
DoubleProductOfTwo; DoubleProductOfTwo; DoubleSumSqrtsOfTwo; 0.2565990444170587; 0.5527366566072291; 0.7532109874389644
DoubleProductOfTwo; DoubleSumOfTwo; DoubleSumOfTwo; -0.5386983107438121; -0.11880944216099354; -0.5935053071122638
DoubleSumOfTwo; DoubleProductOfTwo; DoubleSumOfTwo; 0.5059463346130091; 0.05859917709046325; 0.5941935505637308
DoubleProductOfTwo; DoubleSumOfTwo; DoubleProductOfTwo; -0.9472645891282161; 0.9257428531660659; 0.018872914378359428
DoubleSumOfTwo; DoubleProductOfTwo; DoubleSumOfTwo; -0.055524153252188846; -0.3391336084434964; -0.3758276552475007
DoubleSumOfTwo; DoubleSumOfTwo; DoubleSumOfTwo; -0.3525321979281495; -0.9412139845626621; -2.5874923649816233
DoubleProductOfTwo; DoubleSumOfTwo; DoubleSumOfTwo; 0.37537741492776444; 0.3886723290264378; 0.9099485580780999
DoubleProductOfTwo; DoubleProductOfTwo; DoubleProductOfTwo; 0.14853661689714648; -0.7871398432733225; 0.013670073453210176
DoubleProductOfTwo; DoubleProductOfTwo; DoubleSumOfTwo; -0.42341826728022935; 0.7435724505805574; -0.6296843172442672
DoubleSumOfTwo; DoubleProductOfTwo; DoubleSumOfTwo; -0.4946926112496228; -0.5296900425930733; -0.7623489035194048
DoubleProductOfTwo; DoubleSumOfTwo; DoubleSumSqrtsOfTwo; 0.300523421886574; 0.8181681369629978; 1.5535437249611643
DoubleSumOfTwo; DoubleSumOfTwo; DoubleProductOfTwo; 0.9509198662442766; -0.8125729254988932; 0.01913987601360664
DoubleSumSqrtsOfTwo; DoubleSumOfTwo; DoubleSumOfTwo; 0.7886477731620154; 0.8832675540042885; 3.4997969064660115
DoubleSumSqrtsOfTwo; DoubleSumOfTwo; DoubleSumSqrtsOfTwo; 0.49121459905318865; 0.6313521742837112; 2.282395896512001
DoubleSumSqrtsOfTwo; DoubleSumOfTwo; DoubleSumSqrtsOfTwo; 0.10611149774268047; 0.20140783280424657; 1.4346195007029234
DoubleSumOfTwo; DoubleSumOfTwo; DoubleSumOfTwo; 0.7131062970563113; 0.1110715048126314; 1.6483556037378855
DoubleSumSqrtsOfTwo; DoubleProductOfTwo; DoubleProductOfTwo; 0.6251513307461778; 0.931665121610469; 1.0226878068498093
DoubleSumSqrtsOfTwo; DoubleSumSqrtsOfTwo; DoubleSumSqrtsOfTwo; 0.23488773167952903; 0.9635769196480406; 2.421794140822753
DoubleProductOfTwo; DoubleSumOfTwo; DoubleProductOfTwo; -0.8288319230111316; 0.8516478427719287; -0.016105139886994687
DoubleSumOfTwo; DoubleProductOfTwo; DoubleSumOfTwo; -0.6208924587515354; -0.6979020508691689; -0.8854723892888069
DoubleProductOfTwo; DoubleProductOfTwo; DoubleSumSqrtsOfTwo; 0.8741063792948056; 0.7930298413657477; 1.6651635875300035
DoubleSumSqrtsOfTwo; DoubleSumOfTwo; DoubleProductOfTwo; 0.44217698451252563; 0.5574559866089968; 1.41107555354084
DoubleProductOfTwo; DoubleSumOfTwo; DoubleSumOfTwo; -0.2138279073136815; 0.5853212621881594; 0.24633533427458107
DoubleProductOfTwo; DoubleProductOfTwo; DoubleProductOfTwo; 0.5658443602361616; -0.12146570743182306; 0.004723907131003427
DoubleSumOfTwo; DoubleSumOfTwo; DoubleProductOfTwo; -0.9001224660763465; 0.9092112067457592; 8.260520695583597E-5
DoubleSumOfTwo; DoubleSumOfTwo; DoubleProductOfTwo; 0.8504277336478088; 0.32448612601620597; 1.380422577630592
DoubleProductOfTwo; DoubleProductOfTwo; DoubleProductOfTwo; 0.851501359486478; 0.46500437418320106; 0.15677787289081968
DoubleProductOfTwo; DoubleSumOfTwo; DoubleProductOfTwo; 0.39512042463648855; -0.10860242560828381; -0.012294784320766878
DoubleProductOfTwo; DoubleSumOfTwo; DoubleProductOfTwo; 0.008184641494874079; 0.91580423580196; 0.006925785748414153
DoubleSumSqrtsOfTwo; DoubleSumSqrtsOfTwo; DoubleProductOfTwo; 0.6041479868481869; 0.4992194882485683; 2.201734351546978
DoubleSumOfTwo; DoubleSumOfTwo; DoubleProductOfTwo; 0.18794986843530626; -0.27876401358574165; 0.00824720895940435
DoubleSumSqrtsOfTwo; DoubleSumOfTwo; DoubleSumOfTwo; 0.01314864264200688; 0.8162604681860033; 1.8475479850369847
DoubleProductOfTwo; DoubleSumOfTwo; DoubleSumOfTwo; 0.23935739386598853; 0.9054283022356526; 1.3615066548572736
DoubleProductOfTwo; DoubleSumSqrtsOfTwo; DoubleSumOfTwo; 0.3818996481558139; 0.6801184221290877; 1.702410209622387
DoubleSumOfTwo; DoubleSumSqrtsOfTwo; DoubleSumSqrtsOfTwo; 0.25603923406898255; 0.4748500566341738; 1.948125484298326
DoubleSumSqrtsOfTwo; DoubleSumSqrtsOfTwo; DoubleSumSqrtsOfTwo; 0.49969095761312166; 0.4924967064456891; 2.373747515856292
DoubleProductOfTwo; DoubleSumSqrtsOfTwo; DoubleProductOfTwo; 0.692693866373735; 0.7743477738786402; 0.9184282697586378
DoubleSumOfTwo; DoubleSumOfTwo; DoubleProductOfTwo; 0.21817876507017298; 0.3663103577243316; 0.3416275346650895
DoubleProductOfTwo; DoubleSumSqrtsOfTwo; DoubleSumOfTwo; 0.11861544355969866; 0.35914577738636133; 0.9862938891914576
DoubleSumSqrtsOfTwo; DoubleProductOfTwo; DoubleProductOfTwo; 0.19227341973700574; 0.9796972596265392; 0.2690459612382057
DoubleProductOfTwo; DoubleProductOfTwo; DoubleProductOfTwo; 0.4370228398806706; -0.4551939432841816; 0.03957320449568427
DoubleProductOfTwo; DoubleProductOfTwo; DoubleSumOfTwo; 0.09629391969215684; 0.45202447348976693; 0.0870544166982262
DoubleSumSqrtsOfTwo; DoubleSumSqrtsOfTwo; DoubleProductOfTwo; 0.2379029863447275; 0.10334832956165863; 0.6548553735106057
DoubleProductOfTwo; DoubleProductOfTwo; DoubleSumSqrtsOfTwo; -0.9514641860857282; -0.01596019764070533; 0.24645937967933831
DoubleSumSqrtsOfTwo; DoubleSumOfTwo; DoubleProductOfTwo; 0.8026841462359058; 0.7450182066433866; 2.7225180001180087
DoubleProductOfTwo; DoubleProductOfTwo; DoubleSumOfTwo; 0.32105027157820554; -0.029849250773509306; -0.01916622013448225
DoubleProductOfTwo; DoubleProductOfTwo; DoubleSumSqrtsOfTwo; 0.7779798653217922; 0.27244197700427986; 0.9207700528965795
DoubleSumOfTwo; DoubleSumOfTwo; DoubleProductOfTwo; -0.1738867046418029; 0.6884249500329704; 0.26474960597022135
DoubleSumOfTwo; DoubleSumOfTwo; DoubleProductOfTwo; -0.4059449080833921; -0.6548718982453898; 1.1253322965895964
DoubleSumOfTwo; DoubleProductOfTwo; DoubleSumSqrtsOfTwo; 0.7571834585728847; 0.10292296053268335; 1.2065814776143102
DoubleSumOfTwo; DoubleProductOfTwo; DoubleSumSqrtsOfTwo; 0.8550325096996971; 0.6094520046716185; 1.9320323293071533
DoubleSumOfTwo; DoubleProductOfTwo; DoubleProductOfTwo; 0.392231699779791; -0.9213199665924967; 0.19119710132565104
DoubleSumOfTwo; DoubleSumOfTwo; DoubleProductOfTwo; 0.7772831272954552; 0.26238965384193547; 1.0809194918379568
DoubleSumOfTwo; DoubleProductOfTwo; DoubleSumOfTwo; -0.6862236634916761; 5.241511180191782E-4; -0.6860591972740873
DoubleSumOfTwo; DoubleSumSqrtsOfTwo; DoubleSumSqrtsOfTwo; 0.22447231048202076; 0.7774049789831765; 2.1651936792567175
DoubleSumOfTwo; DoubleSumOfTwo; DoubleSumOfTwo; -0.1803946488063437; -0.8955063494802156; -2.1518019965731185
DoubleProductOfTwo; DoubleSumOfTwo; DoubleSumOfTwo; 0.7269461380452169; -0.6982320150182793; -0.4788629437501304
DoubleProductOfTwo; DoubleSumOfTwo; DoubleSumSqrtsOfTwo; 0.4878428146445679; 0.2950018413541311; 1.2641457743509517
DoubleSumOfTwo; DoubleProductOfTwo; DoubleSumOfTwo; 0.0676068833431589; 0.22624970708762504; 0.3091526279842809
DoubleSumOfTwo; DoubleSumOfTwo; DoubleSumOfTwo; -0.6073061519168443; -0.8353556878197643; -2.8853236794732173
DoubleProductOfTwo; DoubleSumOfTwo; DoubleSumOfTwo; 0.400667781057648; -0.9580247480210886; -0.9412066169513625
DoubleSumSqrtsOfTwo; DoubleSumSqrtsOfTwo; DoubleProductOfTwo; 0.7441653350654416; 0.6630691502383945; 2.8121303196754988
DoubleProductOfTwo; DoubleProductOfTwo; DoubleSumOfTwo; -0.45869720393520774; -0.45061295347880215; 0.41338980363542477
DoubleProductOfTwo; DoubleProductOfTwo; DoubleSumOfTwo; 0.1440751353268357; 0.4860089092355748; 0.1400435987363265
DoubleSumSqrtsOfTwo; DoubleSumSqrtsOfTwo; DoubleSumSqrtsOfTwo; 0.42088242047904023; 0.9746851248830983; 2.55813677634528
DoubleSumOfTwo; DoubleProductOfTwo; DoubleProductOfTwo; -0.5338259970529575; 0.829432067687748; -0.13088620950357846
DoubleProductOfTwo; DoubleSumOfTwo; DoubleProductOfTwo; 0.1002652939724924; 0.9273430165543217; 0.09554734972024202
DoubleSumSqrtsOfTwo; DoubleSumOfTwo; DoubleSumOfTwo; 0.3812732973167652; 0.30362489535024184; 1.8533931929501695
DoubleProductOfTwo; DoubleSumOfTwo; DoubleSumSqrtsOfTwo; 0.22256438148239477; 0.0437596079531668; 0.6147539212813944
DoubleSumSqrtsOfTwo; DoubleSumOfTwo; DoubleSumSqrtsOfTwo; 0.34359993359436114; 0.9222129410791666; 2.368664280633924
DoubleSumSqrtsOfTwo; DoubleProductOfTwo; DoubleSumOfTwo; 0.47014498692472806; 0.16638317625490395; 1.1717963499609938
DoubleSumOfTwo; DoubleProductOfTwo; DoubleSumOfTwo; 0.6596390312034619; -0.8618895503487392; -0.7707865071417069
DoubleSumOfTwo; DoubleSumOfTwo; DoubleProductOfTwo; -0.024345740861910103; -0.5916371075741953; 0.379434869567458
DoubleSumOfTwo; DoubleProductOfTwo; DoubleSumOfTwo; 0.6196410473680898; -0.6647392412001312; -0.4569979134759599
DoubleSumOfTwo; DoubleProductOfTwo; DoubleProductOfTwo; 0.9159777318449955; 0.4274787729131697; 0.5260452219322461
DoubleProductOfTwo; DoubleSumOfTwo; DoubleProductOfTwo; -0.5432990945156053; 0.14215941214295968; 0.030982055416761526
DoubleSumOfTwo; DoubleSumOfTwo; DoubleSumOfTwo; 0.4094701002328771; -0.7907367261355978; -0.7625332518054413
DoubleProductOfTwo; DoubleSumOfTwo; DoubleProductOfTwo; -0.3303372758469698; -0.26929030421469635; -0.053340846082785304
DoubleSumOfTwo; DoubleSumOfTwo; DoubleSumSqrtsOfTwo; 0.8203761098678441; -0.7254639404617673; 0.6161563743274164
DoubleProductOfTwo; DoubleProductOfTwo; DoubleProductOfTwo; 0.18824851557521338; -0.553679519736942; 0.010863756920899432
DoubleProductOfTwo; DoubleProductOfTwo; DoubleSumOfTwo; -0.7763327309499977; 0.17399467332324403; -0.2701555198235735
DoubleSumSqrtsOfTwo; DoubleProductOfTwo; DoubleSumOfTwo; 0.024957831401376307; 0.6644073364883825; 0.9896744993986324
DoubleSumOfTwo; DoubleSumOfTwo; DoubleProductOfTwo; 0.6146678120289233; -0.5507152580962078; 0.004089929154516883
DoubleProductOfTwo; DoubleSumOfTwo; DoubleSumSqrtsOfTwo; 0.30187652500632844; 0.6891399491842052; 1.4516068330339018
DoubleProductOfTwo; DoubleSumSqrtsOfTwo; DoubleSumOfTwo; 0.8452104479974092; 0.3473195101236357; 1.8022495525150222
DoubleSumOfTwo; DoubleSumOfTwo; DoubleSumSqrtsOfTwo; 0.3738947190423696; 0.17910129560133226; 1.4872740361395433
DoubleSumOfTwo; DoubleSumOfTwo; DoubleSumSqrtsOfTwo; 0.692415946778667; -0.563563357176766; 0.7179208580391047
DoubleSumOfTwo; DoubleSumSqrtsOfTwo; DoubleProductOfTwo; 0.5424894616343767; 0.3625584696454698; 1.2115579099532157
DoubleSumOfTwo; DoubleProductOfTwo; DoubleProductOfTwo; 0.009178757585069253; -0.5810940337306305; 0.0030504366728688146
DoubleProductOfTwo; DoubleSumOfTwo; DoubleSumOfTwo; -0.302614900802874; 0.31219320558747143; -0.0848960111555865
DoubleSumOfTwo; DoubleSumOfTwo; DoubleProductOfTwo; 0.12926393763977062; -0.2511944501508754; 0.014867049881220675
DoubleSumSqrtsOfTwo; DoubleSumSqrtsOfTwo; DoubleProductOfTwo; 0.5294247453446359; 0.2787473984052633; 1.5764839825658485
DoubleProductOfTwo; DoubleProductOfTwo; DoubleProductOfTwo; -0.8804415033497972; -0.10797159684761382; 0.009036912187203944
DoubleSumSqrtsOfTwo; DoubleSumSqrtsOfTwo; DoubleSumOfTwo; 0.9848163077921399; 0.14430366661164973; 2.7445046786916283
DoubleProductOfTwo; DoubleProductOfTwo; DoubleProductOfTwo; -0.1608193148928243; -0.3361711926611368; 0.0029227886026347875
DoubleSumOfTwo; DoubleProductOfTwo; DoubleProductOfTwo; 0.991824712752752; 0.5409281305647993; 0.8223309248553217
DoubleSumOfTwo; DoubleProductOfTwo; DoubleSumOfTwo; 0.9827840937641121; 0.6250127728814867; 2.2220494782329254
DoubleProductOfTwo; DoubleSumOfTwo; DoubleProductOfTwo; -0.7651083648769086; -0.9205039447019769; -1.187151917185201
DoubleProductOfTwo; DoubleSumOfTwo; DoubleProductOfTwo; 0.11188402171137413; 0.4755249312264389; 0.03125229548088553
DoubleSumSqrtsOfTwo; DoubleSumSqrtsOfTwo; DoubleSumOfTwo; 0.24827482220872898; 0.6286486890631653; 2.582291052283289
DoubleSumOfTwo; DoubleSumOfTwo; DoubleProductOfTwo; 0.8414127498234232; 0.1525210747428274; 0.9879044476168941
DoubleSumSqrtsOfTwo; DoubleSumOfTwo; DoubleSumSqrtsOfTwo; 0.3941690695580131; 0.9919495794967748; 2.4516177528958005
DoubleSumSqrtsOfTwo; DoubleSumOfTwo; DoubleSumSqrtsOfTwo; 0.35596926267849005; 0.49031463733248537; 2.058732887892168
DoubleProductOfTwo; DoubleProductOfTwo; DoubleSumSqrtsOfTwo; 0.5856037094563051; 0.008443318080973095; 0.1406334012720639
DoubleSumOfTwo; DoubleSumOfTwo; DoubleSumOfTwo; 0.32466214488580425; -0.8834221409462135; -1.1175199921208185
DoubleSumSqrtsOfTwo; DoubleSumOfTwo; DoubleProductOfTwo; 0.10433364262334432; 0.028929849051878787; 0.06571155547280383
DoubleSumOfTwo; DoubleSumOfTwo; DoubleSumOfTwo; 0.7615465562955066; 0.40091802096187856; 2.3249291545147703
DoubleSumOfTwo; DoubleSumOfTwo; DoubleProductOfTwo; -0.9500268115121038; 0.4866113531025842; 0.2147538870929052
DoubleProductOfTwo; DoubleSumOfTwo; DoubleSumOfTwo; -0.854528407521812; -0.5682500921918561; -0.9371926533588384
DoubleSumOfTwo; DoubleSumOfTwo; DoubleProductOfTwo; 0.5103014496313829; -0.043304079870386314; 0.218086543363689
DoubleProductOfTwo; DoubleSumOfTwo; DoubleSumOfTwo; 0.9123558293001899; -0.9919962936159044; -0.9846940654403675
DoubleProductOfTwo; DoubleSumOfTwo; DoubleProductOfTwo; 0.35689447007140496; -0.8073767337145805; 0.12980569463201783
DoubleProductOfTwo; DoubleProductOfTwo; DoubleSumOfTwo; -0.8585007711853954; 0.7845394258501821; -1.3470554042354572
DoubleSumOfTwo; DoubleProductOfTwo; DoubleProductOfTwo; -0.5083860889809619; 0.6056818300103566; -0.02995932566426822
DoubleProductOfTwo; DoubleSumOfTwo; DoubleSumOfTwo; 0.770473695352853; -0.13413322950761586; 0.532994340836892
DoubleProductOfTwo; DoubleSumOfTwo; DoubleProductOfTwo; -0.9200907657717541; 0.6958780654069825; 0.14355688585827525
DoubleSumSqrtsOfTwo; DoubleSumSqrtsOfTwo; DoubleSumOfTwo; 0.5269076033999713; 0.9009256720457681; 3.3501101195768266
DoubleSumSqrtsOfTwo; DoubleSumOfTwo; DoubleSumOfTwo; 0.6468330994326261; 0.6453204983783212; 2.8997313751805684
DoubleSumSqrtsOfTwo; DoubleSumOfTwo; DoubleSumSqrtsOfTwo; 0.2534942121103687; 0.38547734325477556; 1.8597108218121914
DoubleSumSqrtsOfTwo; DoubleSumSqrtsOfTwo; DoubleProductOfTwo; 0.3139643033288584; 0.09728260695762891; 0.7607795463562375
DoubleSumOfTwo; DoubleSumOfTwo; DoubleSumSqrtsOfTwo; 0.14204932018695526; 0.17998434253834739; 1.1349601979370072
DoubleSumOfTwo; DoubleSumOfTwo; DoubleProductOfTwo; 0.8662034330745756; -0.8406156929837985; 6.547324429531634E-4
DoubleProductOfTwo; DoubleProductOfTwo; DoubleSumSqrtsOfTwo; 0.32629829356721807; 0.9080745942032156; 1.0886747733281106
DoubleProductOfTwo; DoubleSumOfTwo; DoubleProductOfTwo; -0.2145705873805397; -0.7543523229608271; -0.15683162670513337
DoubleProductOfTwo; DoubleProductOfTwo; DoubleSumOfTwo; -0.3455032939308449; -0.07538612707153902; 0.05209231043981194
DoubleSumOfTwo; DoubleProductOfTwo; DoubleSumOfTwo; 0.5640474575434524; -0.4426408279752436; -0.12826380405615606
DoubleProductOfTwo; DoubleProductOfTwo; DoubleProductOfTwo; -0.3556166626075741; -0.6646371996594678; 0.05586418841652389
DoubleProductOfTwo; DoubleSumOfTwo; DoubleProductOfTwo; 0.37060193984343526; -0.5839147749407252; 0.04616088648598552
DoubleSumOfTwo; DoubleProductOfTwo; DoubleProductOfTwo; 0.7537182965775964; -0.14630997566608217; -0.06698286712152685
DoubleSumSqrtsOfTwo; DoubleSumSqrtsOfTwo; DoubleProductOfTwo; 0.2960774802392099; 0.48911378872773703; 1.5462841098655107
DoubleSumOfTwo; DoubleProductOfTwo; DoubleSumOfTwo; 0.6465127870783534; 0.4061856454408097; 1.3153026462243207
DoubleProductOfTwo; DoubleSumOfTwo; DoubleSumOfTwo; -0.6173751123081603; 0.10681005139313071; -0.5765069283895041
DoubleSumSqrtsOfTwo; DoubleProductOfTwo; DoubleProductOfTwo; 0.16041876382792197; 0.794153138518978; 0.16455570744912018
DoubleProductOfTwo; DoubleSumOfTwo; DoubleSumSqrtsOfTwo; 0.5454057629043436; 0.018301935410106607; 0.850714565117282
DoubleSumSqrtsOfTwo; DoubleSumOfTwo; DoubleSumSqrtsOfTwo; 0.18503660043916592; 0.10326800619799403; 1.4038380767971255
DoubleSumOfTwo; DoubleProductOfTwo; DoubleSumSqrtsOfTwo; 0.9929123114419722; 0.28074196173416577; 1.6565327621789094
DoubleSumSqrtsOfTwo; DoubleProductOfTwo; DoubleProductOfTwo; 0.47390418076221397; 0.1707374613289374; 0.08913485832518846
DoubleSumSqrtsOfTwo; DoubleSumOfTwo; DoubleProductOfTwo; 0.6456451612406011; 0.47021026703589985; 1.661775729629526
DoubleSumSqrtsOfTwo; DoubleProductOfTwo; DoubleSumOfTwo; 0.9887439375244176; 0.6393980429327764; 2.426180668570361
