First operator; Second operator; Third operator; Left value; Right value; Expected result
DoubleSumOfTwo; DoubleSumOfTwo; DoubleSumOfTwo; -0.25432091522150957; 0.901407085680374; 1.2941723409177288
DoubleProductOfTwo; DoubleSumOfTwo; DoubleProductOfTwo; -0.8760745919580053; 0.833688146746882; 0.03095791527455898
DoubleSumOfTwo; DoubleSumOfTwo; DoubleSumOfTwo; 0.5685574539120695; 0.20467084001802216; 1.5464565878601833
DoubleProductOfTwo; DoubleSumOfTwo; DoubleSumOfTwo; 0.4779441677898628; 0.8781090230561508; 1.7757402770993551
DoubleSumOfTwo; DoubleSumSqrtsOfTwo; DoubleSumOfTwo; 0.8191749804376305; 0.5998190435074451; 3.098556735791627
DoubleProductOfTwo; DoubleProductOfTwo; DoubleProductOfTwo; -0.02499821515365319; -0.8769574862681782; 4.8059039070134777E-4
DoubleProductOfTwo; DoubleProductOfTwo; DoubleSumOfTwo; 0.1462436671745908; 0.58502709457558; 0.17111301541445795
DoubleProductOfTwo; DoubleProductOfTwo; DoubleProductOfTwo; 0.8597070165109189; 0.3893677971644829; 0.11205235868802631
DoubleProductOfTwo; DoubleSumSqrtsOfTwo; DoubleProductOfTwo; 0.9516460801517022; 0.7740223642139767; 1.366611905219749
DoubleSumSqrtsOfTwo; DoubleProductOfTwo; DoubleProductOfTwo; 0.8365211201357747; 0.6244602422477885; 0.890566099016742
DoubleSumSqrtsOfTwo; DoubleSumSqrtsOfTwo; DoubleSumSqrtsOfTwo; 0.4271180830049526; 0.8139544678693567; 2.4945837077837076
DoubleSumSqrtsOfTwo; DoubleSumOfTwo; DoubleSumOfTwo; 0.45997167584417364; 0.9746276862191137; 3.10004381570352
DoubleSumSqrtsOfTwo; DoubleProductOfTwo; DoubleProductOfTwo; 0.05782614896484772; 0.6412229788805401; 0.03860841494594826
DoubleSumOfTwo; DoubleProductOfTwo; DoubleSumOfTwo; 0.977011672222206; -0.7792849728251134; -0.563643815040408
DoubleSumOfTwo; DoubleProductOfTwo; DoubleProductOfTwo; 0.5031616806290498; 0.3183193817196339; 0.131573430370522
DoubleProductOfTwo; DoubleSumOfTwo; DoubleProductOfTwo; -0.6355336531953972; -0.4548348403136644; -0.31518502173802165
DoubleSumOfTwo; DoubleSumSqrtsOfTwo; DoubleProductOfTwo; 0.46387188897877474; 0.9108404543789401; 2.248288463590972
DoubleSumOfTwo; DoubleProductOfTwo; DoubleProductOfTwo; -0.6784332751324686; -0.19433670132232228; -0.11506990785666248
DoubleProductOfTwo; DoubleProductOfTwo; DoubleSumOfTwo; 0.08322647475644351; -0.18709606699770154; -0.031142692194028144
DoubleProductOfTwo; DoubleSumOfTwo; DoubleSumSqrtsOfTwo; 0.6305945151145806; 0.7623458588167078; 1.8735767104378211
DoubleSumOfTwo; DoubleProductOfTwo; DoubleSumOfTwo; 0.4165145186790773; -0.14893975129231407; 0.20553919856506356
DoubleSumOfTwo; DoubleProductOfTwo; DoubleProductOfTwo; -0.9523514553042278; -0.9750601941040886; -1.7897944477418615
DoubleProductOfTwo; DoubleProductOfTwo; DoubleSumOfTwo; 0.7689814090086855; -0.7882049893829592; -1.212229966646768
DoubleSumOfTwo; DoubleProductOfTwo; DoubleSumSqrtsOfTwo; 0.24746773997582316; 0.7724242696264183; 1.4471041749713496
DoubleProductOfTwo; DoubleProductOfTwo; DoubleSumOfTwo; 0.8801656685089045; -0.4633129782390468; -0.8155843544412443
DoubleProductOfTwo; DoubleSumSqrtsOfTwo; DoubleSumOfTwo; 0.07730831350678757; 0.3704024650269324; 0.915285903110006
DoubleSumSqrtsOfTwo; DoubleProductOfTwo; DoubleSumSqrtsOfTwo; 0.6658027446056785; 0.618424374863783; 1.9075227894694082
DoubleSumSqrtsOfTwo; DoubleSumSqrtsOfTwo; DoubleProductOfTwo; 0.4260489012640749; 0.686717555663086; 2.19457098653315
DoubleProductOfTwo; DoubleSumSqrtsOfTwo; DoubleSumOfTwo; 0.8940054883329345; 0.9512398711860959; 2.771247567724659
DoubleProductOfTwo; DoubleSumSqrtsOfTwo; DoubleSumOfTwo; 0.8451859492222054; 0.7140237014374669; 2.367821984507875
DoubleSumSqrtsOfTwo; DoubleProductOfTwo; DoubleSumSqrtsOfTwo; 0.9148909002766998; 0.25198300863900025; 1.687817432148499
DoubleSumOfTwo; DoubleProductOfTwo; DoubleProductOfTwo; 0.924082845104153; 0.27847041104966386; 0.30945270438008343
DoubleSumOfTwo; DoubleProductOfTwo; DoubleSumOfTwo; -0.07830074853768942; 0.3348794269954736; 0.23035736865416606
DoubleSumSqrtsOfTwo; DoubleSumOfTwo; DoubleSumSqrtsOfTwo; 0.7016255676774514; 0.8815533917234939; 2.591114109236786
DoubleProductOfTwo; DoubleSumOfTwo; DoubleProductOfTwo; 0.8029728654100672; 0.2966814587966571; 0.26196752782950206
DoubleSumOfTwo; DoubleSumOfTwo; DoubleSumOfTwo; 0.11679034625133888; 0.4561440808660089; 1.1458688542346955
DoubleProductOfTwo; DoubleSumOfTwo; DoubleSumOfTwo; 0.49132013802794683; -0.816095617510344; -0.7257396909215819
DoubleProductOfTwo; DoubleProductOfTwo; DoubleProductOfTwo; -0.7888217394842059; 0.8472366254855201; 0.44664984289313076
DoubleProductOfTwo; DoubleSumOfTwo; DoubleProductOfTwo; 0.7308946079233611; -0.30579114400696383; -0.09501109107874729
DoubleSumOfTwo; DoubleProductOfTwo; DoubleProductOfTwo; -0.5901769126565186; -0.7932831683441315; -0.6477047591601682
DoubleSumOfTwo; DoubleSumSqrtsOfTwo; DoubleSumSqrtsOfTwo; 0.17311245884597737; 0.4345408275846685; 1.8164710262879797
DoubleSumOfTwo; DoubleProductOfTwo; DoubleSumOfTwo; 0.3812059096912348; 0.6904404670673854; 1.3348463630946839
DoubleSumOfTwo; DoubleProductOfTwo; DoubleSumOfTwo; -0.5904158666341563; 0.15476821425268206; -0.5270252617268923
DoubleProductOfTwo; DoubleSumSqrtsOfTwo; DoubleProductOfTwo; 0.4215184506115599; 0.2338928846373005; 0.11168976862067373
DoubleSumOfTwo; DoubleSumOfTwo; DoubleSumSqrtsOfTwo; 0.7891225624012845; 0.9992620194643846; 2.674609939311278
DoubleSumSqrtsOfTwo; DoubleSumOfTwo; DoubleSumOfTwo; 0.7899890840727211; 0.16995519542450488; 2.2610138059714147
DoubleSumSqrtsOfTwo; DoubleSumOfTwo; DoubleSumOfTwo; 0.42085698233089297; 0.6919769908832825; 2.59342042612602
DoubleProductOfTwo; DoubleProductOfTwo; DoubleSumSqrtsOfTwo; 0.11704014001860563; 0.11832035629250348; 0.2353570144909721
DoubleProductOfTwo; DoubleSumOfTwo; DoubleProductOfTwo; 0.7045844112663564; 0.3593167820397394; 0.2693468047525951
DoubleSumOfTwo; DoubleProductOfTwo; DoubleSumSqrtsOfTwo; 0.8550198637387538; 0.146814699070144; 1.3552182638418142
DoubleSumOfTwo; DoubleSumOfTwo; DoubleSumSqrtsOfTwo; 0.31962860190227715; 0.35399078305669374; 1.6414863812520297
DoubleSumSqrtsOfTwo; DoubleProductOfTwo; DoubleSumOfTwo; 0.83931762923024; 0.8563436259804105; 2.5602754664962597
DoubleSumOfTwo; DoubleSumOfTwo; DoubleSumOfTwo; -0.9280507199156873; -0.3123601781793355; -2.4808217961900456
DoubleSumOfTwo; DoubleProductOfTwo; DoubleSumOfTwo; 0.9650500314674122; 0.8604386814362033; 2.655855089499402
DoubleProductOfTwo; DoubleProductOfTwo; DoubleProductOfTwo; -0.3846407320300993; 0.5587496757917565; 0.04618969699977761
DoubleProductOfTwo; DoubleProductOfTwo; DoubleSumOfTwo; -0.004645966825077341; 0.048074602653563225; -4.467060181144597E-4
DoubleSumOfTwo; DoubleProductOfTwo; DoubleSumOfTwo; -0.7191653239377214; 0.49087286810251207; -0.5813112010363908
DoubleProductOfTwo; DoubleProductOfTwo; DoubleSumOfTwo; 0.6012058350908316; -0.42031184053423454; -0.5053878621738979
DoubleSumOfTwo; DoubleSumOfTwo; DoubleSumSqrtsOfTwo; 0.554251894089351; 0.1459472153907817; 1.6735580174946225
DoubleSumSqrtsOfTwo; DoubleProductOfTwo; DoubleProductOfTwo; 0.20237412176289782; 0.6960144304546612; 0.18087721920355052
DoubleProductOfTwo; DoubleSumOfTwo; DoubleProductOfTwo; 0.2493353542521901; 0.9367878152319724; 0.2770479148479449
DoubleSumSqrtsOfTwo; DoubleSumOfTwo; DoubleSumSqrtsOfTwo; 0.05963362138487471; 0.4144743458453468; 1.630890796698579
DoubleProductOfTwo; DoubleSumOfTwo; DoubleSumSqrtsOfTwo; 0.9438044548397051; 0.8099628512226045; 2.1986251369753367
DoubleProductOfTwo; DoubleSumOfTwo; DoubleSumOfTwo; -0.02346643270758575; -0.1477256074883928; -0.16772544716866497
DoubleProductOfTwo; DoubleSumOfTwo; DoubleSumOfTwo; -0.6167993855606357; -0.9913931152887034; -0.9967018364902224
DoubleProductOfTwo; DoubleProductOfTwo; DoubleSumSqrtsOfTwo; -0.8875444081767843; -0.9033555859356095; 1.7908301973022598
DoubleSumOfTwo; DoubleProductOfTwo; DoubleProductOfTwo; 0.5838973337517619; 0.6818920896118645; 0.5039803537219978
DoubleSumSqrtsOfTwo; DoubleProductOfTwo; DoubleSumOfTwo; 0.8135681574693479; 0.7705247293820561; 2.40664989591655
DoubleProductOfTwo; DoubleProductOfTwo; DoubleSumOfTwo; -0.5808149835229655; -0.35418990149983864; 0.41143760360725906
DoubleProductOfTwo; DoubleSumSqrtsOfTwo; DoubleProductOfTwo; 0.549834570481331; 0.6747527232457176; 0.5798550593878972
DoubleSumSqrtsOfTwo; DoubleSumOfTwo; DoubleProductOfTwo; 0.3382561284564698; 0.07088317940259037; 0.346883386611784
DoubleSumOfTwo; DoubleProductOfTwo; DoubleProductOfTwo; 0.7935227630516086; -0.24493335058618726; -0.1066239419563599
DoubleProductOfTwo; DoubleSumOfTwo; DoubleSumOfTwo; -0.6805285635551215; -0.0021232574880984956; -0.6812068836747867
DoubleProductOfTwo; DoubleProductOfTwo; DoubleProductOfTwo; -0.21049748481445918; -0.5009938072660367; 0.011121376336484193
DoubleProductOfTwo; DoubleProductOfTwo; DoubleProductOfTwo; -0.4790423704232114; 0.9174216064063272; 0.19314602892986388
DoubleSumOfTwo; DoubleProductOfTwo; DoubleSumOfTwo; -0.5077903488911155; -0.517634687957679; -0.7625751380526209
DoubleProductOfTwo; DoubleProductOfTwo; DoubleSumSqrtsOfTwo; 0.3555151854141858; 0.049309482848446384; 0.2648038514640075
DoubleSumOfTwo; DoubleProductOfTwo; DoubleProductOfTwo; 0.8277427703902935; -0.8613439402435805; 0.023956667042089878
DoubleSumOfTwo; DoubleSumOfTwo; DoubleProductOfTwo; -0.870797055925222; 0.9583522618196825; 0.007665914079221356
DoubleProductOfTwo; DoubleSumOfTwo; DoubleProductOfTwo; -0.5236684665583691; 0.28718642143673034; 0.03556464660533424
DoubleProductOfTwo; DoubleProductOfTwo; DoubleSumOfTwo; -0.8803078334699277; -0.4671678277123068; 0.8225029965605465
DoubleSumSqrtsOfTwo; DoubleProductOfTwo; DoubleProductOfTwo; 0.1873344776763033; 0.14680933875079583; 0.022441411266109015
DoubleSumSqrtsOfTwo; DoubleProductOfTwo; DoubleSumOfTwo; 0.9004721917737435; 0.1844468320630328; 1.5444941127420013
DoubleSumSqrtsOfTwo; DoubleProductOfTwo; DoubleSumSqrtsOfTwo; 0.03506743526514744; 0.6234358439969587; 1.136212493862364
DoubleSumOfTwo; DoubleSumOfTwo; DoubleProductOfTwo; 0.465300282800601; -0.7704926951661153; 0.09314240856548213
DoubleProductOfTwo; DoubleSumOfTwo; DoubleProductOfTwo; 0.08121181708045966; 0.5580197986973983; 0.028968571680316392
DoubleSumOfTwo; DoubleSumOfTwo; DoubleSumSqrtsOfTwo; 0.44667969714734834; -0.1514223676542028; 1.0867517278443048
DoubleSumOfTwo; DoubleProductOfTwo; DoubleProductOfTwo; -0.9918374671588068; 0.5195286901614329; 0.24337505460602435
DoubleSumOfTwo; DoubleSumSqrtsOfTwo; DoubleSumSqrtsOfTwo; 0.23629536879637536; 0.7048384359187558; 2.121488733952183
DoubleProductOfTwo; DoubleProductOfTwo; DoubleProductOfTwo; 0.3194519258858859; -0.36275723450948005; 0.013428984921701212
DoubleProductOfTwo; DoubleSumOfTwo; DoubleProductOfTwo; -0.442523437394428; -0.21961411293091415; -0.06434943535104877
DoubleProductOfTwo; DoubleSumOfTwo; DoubleProductOfTwo; -0.6258563544759737; 0.8494921744324968; -0.11889823691055573
DoubleProductOfTwo; DoubleProductOfTwo; DoubleProductOfTwo; -0.2506134032970926; 0.5248213829334554; 0.01729942351652157
DoubleProductOfTwo; DoubleSumOfTwo; DoubleProductOfTwo; -0.06991794273852703; 0.06743837234346883; 1.1691551941897E-5
DoubleSumSqrtsOfTwo; DoubleSumSqrtsOfTwo; DoubleProductOfTwo; 0.7687970253987733; 0.7468287387455697; 3.03109230990497
DoubleSumOfTwo; DoubleSumOfTwo; DoubleSumOfTwo; 0.3928622583249468; -0.7384360270509591; -0.6911475374520246
DoubleProductOfTwo; DoubleProductOfTwo; DoubleSumSqrtsOfTwo; 0.05182147845054108; 0.0873519271164298; 0.13456159940603116
DoubleProductOfTwo; DoubleProductOfTwo; DoubleSumOfTwo; 0.5631567404913962; -0.9945940359596144; -1.1202246708063979
DoubleSumSqrtsOfTwo; DoubleProductOfTwo; DoubleProductOfTwo; 0.6141579854998267; 0.6944045426139029; 0.6896050788288712
DoubleSumOfTwo; DoubleProductOfTwo; DoubleSumOfTwo; 0.6542484610435828; -0.7321440944083271; -0.5568997803935398
DoubleProductOfTwo; DoubleSumOfTwo; DoubleSumOfTwo; -0.48452324759683796; 0.38064035386452355; -0.288311994153163
DoubleSumOfTwo; DoubleProductOfTwo; DoubleSumOfTwo; 0.7880725108374431; 0.78274441422963; 2.1876762809330015
DoubleSumOfTwo; DoubleProductOfTwo; DoubleProductOfTwo; -0.24841487970310316; -0.47305479016366814; -0.08478267769236587
DoubleSumOfTwo; DoubleSumOfTwo; DoubleSumOfTwo; -0.808179758402598; -0.9104778307726982; -3.4373151783505924
DoubleSumOfTwo; DoubleSumOfTwo; DoubleSumOfTwo; 0.5380931804194506; -0.29807193140604915; 0.480042498026803
DoubleSumOfTwo; DoubleSumOfTwo; DoubleSumSqrtsOfTwo; 0.11409509889103164; 0.8398204994889291; 1.953372057115552
DoubleProductOfTwo; DoubleSumOfTwo; DoubleSumOfTwo; 0.789618913536924; -0.20705800713548128; 0.41906398776800335
DoubleProductOfTwo; DoubleProductOfTwo; DoubleSumSqrtsOfTwo; 0.9904684079053534; 0.14436878064561887; 0.7562875546174307
DoubleProductOfTwo; DoubleProductOfTwo; DoubleProductOfTwo; 0.2749883256028014; -0.20470386542836816; 0.003168696180071196
DoubleProductOfTwo; DoubleSumSqrtsOfTwo; DoubleSumOfTwo; 0.202847062008767; 0.820013219363174; 1.5222685446792328
DoubleSumOfTwo; DoubleSumOfTwo; DoubleSumOfTwo; 0.03785532237043965; -0.9666576170126644; -1.8576045892844495
DoubleSumOfTwo; DoubleSumOfTwo; DoubleProductOfTwo; 0.6721061737781897; -0.05504140248793021; 0.3807689319675003
DoubleSumOfTwo; DoubleSumOfTwo; DoubleSumOfTwo; -0.8361395653007677; 0.7021308184415846; -0.26801749371836614
DoubleSumOfTwo; DoubleProductOfTwo; DoubleProductOfTwo; -0.23035831498466108; -0.6979786550641522; -0.14926283321304776
DoubleSumOfTwo; DoubleProductOfTwo; DoubleSumOfTwo; -0.25015554072254087; 0.027182341919335773; -0.22977301224414154
DoubleProductOfTwo; DoubleSumSqrtsOfTwo; DoubleSumOfTwo; 0.05631437743163237; 0.9350806602257207; 1.2569606782750453
DoubleProductOfTwo; DoubleProductOfTwo; DoubleSumSqrtsOfTwo; 0.3473299429989345; 0.7426573484830994; 1.0157699237846625
DoubleProductOfTwo; DoubleProductOfTwo; DoubleProductOfTwo; 0.5700530758462998; 0.9663735114933867; 0.3034733937041444
DoubleProductOfTwo; DoubleProductOfTwo; DoubleSumSqrtsOfTwo; -0.15322871609558297; -0.7639515495265852; 0.6842786423473696
DoubleSumSqrtsOfTwo; DoubleSumSqrtsOfTwo; DoubleSumSqrtsOfTwo; 0.023698421984940543; 0.5412256485093487; 1.8863969002186547
DoubleProductOfTwo; DoubleSumOfTwo; DoubleSumOfTwo; -0.2971476527825314; 0.3542601655666302; -0.04815506388837633
DoubleSumOfTwo; DoubleSumOfTwo; DoubleSumSqrtsOfTwo; 0.292245746877136; 0.3328349077216479; 1.58124084768739
DoubleProductOfTwo; DoubleSumSqrtsOfTwo; DoubleProductOfTwo; 0.7104393902212001; 0.13528638985192765; 0.1163626521747808
DoubleSumOfTwo; DoubleSumSqrtsOfTwo; DoubleProductOfTwo; 0.8745800823973073; 0.6152472614108224; 2.561857718149396
DoubleProductOfTwo; DoubleSumOfTwo; DoubleSumSqrtsOfTwo; 0.5784035236520799; 0.744532139668924; 1.8064210795968436
DoubleSumOfTwo; DoubleProductOfTwo; DoubleProductOfTwo; -0.2637886409097354; -0.9781876613763711; -0.32047309900172183
DoubleSumSqrtsOfTwo; DoubleProductOfTwo; DoubleSumSqrtsOfTwo; 0.4455963970625416; 0.42656941308254237; 1.5851757478900321
DoubleProductOfTwo; DoubleSumOfTwo; DoubleSumOfTwo; -0.698996231421338; 0.9542732323455765; -0.41175639223157845
DoubleSumSqrtsOfTwo; DoubleSumOfTwo; DoubleSumSqrtsOfTwo; 0.21508239365176807; 0.34604518707003273; 1.774767593927243
DoubleSumOfTwo; DoubleProductOfTwo; DoubleSumOfTwo; 0.499931784091566; 0.04760738712210699; 0.5713396171935659
DoubleSumSqrtsOfTwo; DoubleSumOfTwo; DoubleSumOfTwo; 0.29346411143744855; 0.5472537121663124; 2.1222070877296844
DoubleSumOfTwo; DoubleProductOfTwo; DoubleSumSqrtsOfTwo; 0.7396545793974241; 0.9747951909105395; 2.1584940837985216
