Operator 1, Operator 2, Operator 3, left, right, result
DoubleSumOfTwo, DoubleSumOfTwo, DoubleSumSqrtsOfTwo, 0.46233242003793107, 0.9117101118413262, 2.344391206159294
DoubleSumOfTwo, DoubleSumOfTwo, DoubleSumOfTwo, -0.20586049345646984, 0.7653209733559097, 1.1189209597988796
DoubleProductOfTwo, DoubleSumOfTwo, DoubleSumOfTwo, -0.188778583145492, -0.6514846920489736, -0.7172769180884833
DoubleProductOfTwo, DoubleProductOfTwo, DoubleProductOfTwo, -0.564389881634318, 0.46915268955399814, 0.07011111260237843
DoubleSumOfTwo, DoubleSumOfTwo, DoubleProductOfTwo, -0.64201887621923, -0.640350450496882, 1.6444710901023345
DoubleSumOfTwo, DoubleSumSqrtsOfTwo, DoubleSumSqrtsOfTwo, 0.42930298366397257, 0.03957202380256919, 1.60894107988836
DoubleSumOfTwo, DoubleSumSqrtsOfTwo, DoubleSumSqrtsOfTwo, 0.4936602007881159, 0.9393000622992012, 2.490038241861739
DoubleSumOfTwo, DoubleProductOfTwo, DoubleProductOfTwo, 0.8406865561762018, 0.7678280640516597, 1.0383005800545346
DoubleProductOfTwo, DoubleProductOfTwo, DoubleProductOfTwo, 0.8497646079010057, 0.42511075369560514, 0.13049728022607757
DoubleSumOfTwo, DoubleProductOfTwo, DoubleSumOfTwo, 0.12106631940957735, 0.546664041262978, 0.7339129641018294
DoubleSumOfTwo, DoubleSumOfTwo, DoubleProductOfTwo, -0.3203265740278325, -0.08777981182661487, 0.16655082217517908
DoubleSumOfTwo, DoubleSumSqrtsOfTwo, DoubleSumSqrtsOfTwo, 0.41809005877374417, 0.6489275772610916, 2.238021161876487
DoubleProductOfTwo, DoubleSumOfTwo, DoubleProductOfTwo, 0.6692762696503289, 0.2797252651833104, 0.17766588176793438
DoubleProductOfTwo, DoubleSumOfTwo, DoubleProductOfTwo, 0.9830132429147451, -0.795100744867641, -0.14687138654086085
DoubleSumOfTwo, DoubleProductOfTwo, DoubleSumOfTwo, -0.5710915836531552, 0.5162893770313579, -0.34965072457393637
DoubleSumSqrtsOfTwo, DoubleSumSqrtsOfTwo, DoubleSumOfTwo, 0.25463219841041385, 0.49074632685806363, 2.4102876508837974
DoubleSumOfTwo, DoubleSumOfTwo, DoubleSumSqrtsOfTwo, -0.38129546573011597, 0.718365196893701, 1.1611541347531518
DoubleSumSqrtsOfTwo, DoubleProductOfTwo, DoubleSumSqrtsOfTwo, 0.007730261456752041, 0.770711292048371, 1.0599500052606738
DoubleProductOfTwo, DoubleProductOfTwo, DoubleProductOfTwo, -0.4825814519891891, 0.3127229978708346, 0.022775131492981177
DoubleSumOfTwo, DoubleProductOfTwo, DoubleSumOfTwo, 0.31508470552427026, 0.18895838632972195, 0.5635809893670339
DoubleProductOfTwo, DoubleSumOfTwo, DoubleProductOfTwo, 0.08199574197304638, -0.09654739298551096, 1.1519778324472365E-4
DoubleSumSqrtsOfTwo, DoubleSumOfTwo, DoubleProductOfTwo, 0.8325825898608221, 0.622797285524108, 2.476524903237653
DoubleProductOfTwo, DoubleSumOfTwo, DoubleSumOfTwo, 0.45526244347399003, 0.3086715541250358, 0.9044605635609035
DoubleProductOfTwo, DoubleSumOfTwo, DoubleSumOfTwo, -0.00622763262976167, -0.2837231759930048, -0.2881838849141328
DoubleProductOfTwo, DoubleSumOfTwo, DoubleProductOfTwo, -0.8679378676924852, 0.9938660818760985, -0.10862744154152174
DoubleProductOfTwo, DoubleSumOfTwo, DoubleProductOfTwo, -0.7825296967776423, -0.06324103705750872, -0.04185549323985769
DoubleProductOfTwo, DoubleSumOfTwo, DoubleSumOfTwo, 0.18829968192888047, -0.42568909842758185, -0.3175465383332069
DoubleSumOfTwo, DoubleProductOfTwo, DoubleSumOfTwo, 0.9368084754002133, -0.6768727872389966, -0.3741644756920406
DoubleSumSqrtsOfTwo, DoubleSumSqrtsOfTwo, DoubleProductOfTwo, 0.24412559578381243, 0.9839647246006515, 2.2083167730440296
DoubleSumOfTwo, DoubleSumOfTwo, DoubleSumOfTwo, 0.5048439381548671, -0.2883677867577792, 0.43295230279417574
DoubleProductOfTwo, DoubleSumOfTwo, DoubleProductOfTwo, 0.9292696183128231, -0.1930005775057324, -0.13204953807664846
DoubleSumOfTwo, DoubleProductOfTwo, DoubleSumOfTwo, 0.38036203394780155, -0.21977483933267972, 0.07699318971599248
DoubleSumOfTwo, DoubleProductOfTwo, DoubleSumOfTwo, -0.9509707453052831, -0.9484299156319029, -0.9974715571988886
DoubleSumOfTwo, DoubleProductOfTwo, DoubleProductOfTwo, -0.24280359419421083, -0.48146238482607684, -0.08466727055327476
DoubleSumSqrtsOfTwo, DoubleProductOfTwo, DoubleSumSqrtsOfTwo, 0.8947724560709238, 0.02124139850661555, 1.1826924152931644
DoubleSumOfTwo, DoubleProductOfTwo, DoubleSumSqrtsOfTwo, 0.4576240867958383, 0.6391622870594205, 1.5881047382898767
DoubleSumSqrtsOfTwo, DoubleSumSqrtsOfTwo, DoubleSumOfTwo, 0.8994753030034228, 0.025794924525623042, 2.2180294042765287
DoubleSumSqrtsOfTwo, DoubleSumSqrtsOfTwo, DoubleProductOfTwo, 0.4047705737532956, 0.1934659772605638, 1.1579126524064434
DoubleSumSqrtsOfTwo, DoubleSumSqrtsOfTwo, DoubleProductOfTwo, 0.32892967215251545, 0.07697413116961105, 0.7241431832225081
DoubleSumSqrtsOfTwo, DoubleSumSqrtsOfTwo, DoubleSumSqrtsOfTwo, 0.973412367349336, 0.3870200155322594, 2.5367112204314464
DoubleProductOfTwo, DoubleProductOfTwo, DoubleProductOfTwo, 0.07629088732698297, 0.6001566088903352, 0.002096401771613793
DoubleSumOfTwo, DoubleSumOfTwo, DoubleSumSqrtsOfTwo, 0.512225667192433, -0.35109062483833586, 0.8028325911523452
DoubleSumOfTwo, DoubleProductOfTwo, DoubleSumOfTwo, 0.11064880850222059, 0.8397035748516384, 1.043264583406248
DoubleProductOfTwo, DoubleSumOfTwo, DoubleSumOfTwo, 0.9329375733084204, -0.8718826394734549, -0.7523571400451399
DoubleProductOfTwo, DoubleProductOfTwo, DoubleSumOfTwo, -0.6868259403696284, 0.27511597875271443, -0.3779135816350876
DoubleProductOfTwo, DoubleSumOfTwo, DoubleProductOfTwo, -0.08649862828500865, -0.21880682490360925, -0.0057783606719209605
DoubleSumOfTwo, DoubleSumOfTwo, DoubleSumSqrtsOfTwo, -0.22247994371690893, 0.8924063172587129, 1.6369806028683467
DoubleSumOfTwo, DoubleSumOfTwo, DoubleSumOfTwo, -0.46493049316673907, -0.35071976663658555, -1.6313005196066492
DoubleProductOfTwo, DoubleSumOfTwo, DoubleProductOfTwo, -0.3588129152084667, 0.190928501160611, 0.01150136031486063
DoubleSumOfTwo, DoubleSumSqrtsOfTwo, DoubleSumSqrtsOfTwo, 0.3795286500022268, 0.22185452753579704, 1.8181170789355399
DoubleProductOfTwo, DoubleSumOfTwo, DoubleSumOfTwo, 0.19732917695395846, -0.7687043230126323, -0.7230629374397064
DoubleSumOfTwo, DoubleSumOfTwo, DoubleProductOfTwo, 0.48725917812640795, 0.039155788284906734, 0.2771127168618256
DoubleProductOfTwo, DoubleSumOfTwo, DoubleSumOfTwo, 0.5111148064190956, -0.11276565135223882, 0.34071296100523396
DoubleProductOfTwo, DoubleProductOfTwo, DoubleProductOfTwo, -0.808688553826524, -0.30818827513082514, 0.062114760734702464
DoubleProductOfTwo, DoubleSumSqrtsOfTwo, DoubleSumSqrtsOfTwo, 0.15819164881648806, 0.24135423504374987, 1.1382715647705566
DoubleSumOfTwo, DoubleSumSqrtsOfTwo, DoubleSumSqrtsOfTwo, 0.34115903342478404, 0.4933067928370176, 2.0477071407607497
DoubleSumOfTwo, DoubleSumOfTwo, DoubleSumOfTwo, 0.8298312144955649, -0.4555765261233724, 0.7485093767443849
DoubleSumSqrtsOfTwo, DoubleSumOfTwo, DoubleSumOfTwo, 0.46052902986452193, 0.8231120059271788, 2.8695191324350358
DoubleProductOfTwo, DoubleProductOfTwo, DoubleSumOfTwo, -0.7538203229212943, 0.7172935168796732, -1.0814208610471723
DoubleProductOfTwo, DoubleSumOfTwo, DoubleSumOfTwo, -0.7102740128978426, 0.19877001095072733, -0.6526851752688365
DoubleSumOfTwo, DoubleSumOfTwo, DoubleSumOfTwo, 0.2846591615335752, 0.761493245752801, 2.0923048145727523
DoubleSumOfTwo, DoubleSumSqrtsOfTwo, DoubleProductOfTwo, 0.8886459369411417, 0.09229046167990362, 1.22271136377212
DoubleProductOfTwo, DoubleProductOfTwo, DoubleSumOfTwo, 0.8986808908866539, -0.3355039883892841, -0.6030220463634148
DoubleSumOfTwo, DoubleSumOfTwo, DoubleProductOfTwo, 0.9601341607008973, -0.5626339356381447, 0.158006428924939
DoubleSumOfTwo, DoubleSumOfTwo, DoubleSumOfTwo, -0.906862991207227, 0.4859610975728448, -0.8418037872687645
DoubleSumOfTwo, DoubleProductOfTwo, DoubleSumOfTwo, 0.2907580044092468, 0.8649234721816177, 1.4071648993291084
DoubleProductOfTwo, DoubleProductOfTwo, DoubleSumSqrtsOfTwo, 0.02646847334649305, 0.17152433710198833, 0.1347588564044511
DoubleSumOfTwo, DoubleProductOfTwo, DoubleSumSqrtsOfTwo, 0.027425870983188494, 0.7752960822862518, 1.041766481249684
DoubleSumOfTwo, DoubleProductOfTwo, DoubleProductOfTwo, -0.243254433394829, -0.5075126672778474, -0.092685731927791
DoubleSumSqrtsOfTwo, DoubleSumOfTwo, DoubleSumOfTwo, 0.1270633737742024, 0.12940227160904705, 0.9726504158751682
DoubleSumSqrtsOfTwo, DoubleProductOfTwo, DoubleProductOfTwo, 0.9699820342558192, 0.7142711497945855, 1.2678946831547786
DoubleProductOfTwo, DoubleSumOfTwo, DoubleProductOfTwo, -0.0827360637662089, -0.2277161873445417, -0.005849026274130845
DoubleProductOfTwo, DoubleSumOfTwo, DoubleSumOfTwo, -0.4468401047982222, 0.8845877865778724, 0.04247838252196623
DoubleSumSqrtsOfTwo, DoubleSumSqrtsOfTwo, DoubleProductOfTwo, 0.01006690332699045, 0.2672295203567656, 0.3810301934513605
DoubleProductOfTwo, DoubleProductOfTwo, DoubleSumSqrtsOfTwo, -0.5182925987019047, -0.37837742513284467, 0.885686669115523
DoubleSumSqrtsOfTwo, DoubleProductOfTwo, DoubleSumOfTwo, 0.3510235358936975, 0.4857405822124159, 1.45992968729122
DoubleProductOfTwo, DoubleProductOfTwo, DoubleSumOfTwo, 0.05093071136149696, 0.446295337368696, 0.04546027801901393
DoubleSumSqrtsOfTwo, DoubleProductOfTwo, DoubleSumSqrtsOfTwo, 0.7358749615876472, 0.649493649132495, 1.9811981808544932
DoubleSumSqrtsOfTwo, DoubleSumSqrtsOfTwo, DoubleSumSqrtsOfTwo, 0.7477252285945817, 0.967890196139443, 2.719209571205721
DoubleProductOfTwo, DoubleProductOfTwo, DoubleProductOfTwo, 0.40551499612613684, 0.9502380311182828, 0.14848365680354098
DoubleProductOfTwo, DoubleProductOfTwo, DoubleProductOfTwo, -0.5526813354267666, -0.9882253241356662, 0.29830570166452475
DoubleSumOfTwo, DoubleSumOfTwo, DoubleSumSqrtsOfTwo, 0.12878357835357113, -0.11388403083670284, 0.24412740540028097
DoubleProductOfTwo, DoubleSumOfTwo, DoubleSumOfTwo, -0.39880480153792286, -0.06737697287616995, -0.43931151411798586
DoubleSumSqrtsOfTwo, DoubleSumSqrtsOfTwo, DoubleSumOfTwo, 0.6558509581782184, 0.5876240398393504, 3.152825304252409
DoubleProductOfTwo, DoubleSumOfTwo, DoubleSumSqrtsOfTwo, 0.053721704848362695, 0.21920054174998715, 0.6309360895125157
DoubleProductOfTwo, DoubleSumOfTwo, DoubleSumOfTwo, 0.8040775878136057, 0.27470212276450745, 1.2996615308178754
DoubleProductOfTwo, DoubleSumOfTwo, DoubleSumOfTwo, -0.789579716139637, -0.13012712986590302, -0.8169611037439546
DoubleSumOfTwo, DoubleSumOfTwo, DoubleSumOfTwo, -0.23485895004362956, 0.25740696464749724, 0.045096029207735366
DoubleProductOfTwo, DoubleProductOfTwo, DoubleSumOfTwo, 0.6546783143087227, -0.24011427450075917, -0.31439521694323785
DoubleProductOfTwo, DoubleProductOfTwo, DoubleSumSqrtsOfTwo, 0.1482306855721407, 0.8491114410621847, 0.7095473797733199
DoubleSumSqrtsOfTwo, DoubleSumSqrtsOfTwo, DoubleSumSqrtsOfTwo, 0.7983190110094163, 0.06393172403010805, 2.141339982351862
DoubleProductOfTwo, DoubleSumOfTwo, DoubleProductOfTwo, -0.13071451589314198, 0.20580792771535572, -0.0020201692455252595
DoubleProductOfTwo, DoubleSumSqrtsOfTwo, DoubleProductOfTwo, 0.5916684612011918, 0.1196741817620206, 0.07896016837167076
DoubleSumOfTwo, DoubleProductOfTwo, DoubleProductOfTwo, -0.33682481076115334, 0.541839389888987, -0.037416175505266644
DoubleProductOfTwo, DoubleProductOfTwo, DoubleSumOfTwo, -0.2566406641362531, -0.4619134561864857, 0.23709155233834348
DoubleSumOfTwo, DoubleSumOfTwo, DoubleSumSqrtsOfTwo, 0.5907521075072704, -0.2253566128367568, 1.2089590475620149
DoubleProductOfTwo, DoubleProductOfTwo, DoubleProductOfTwo, -0.42579177900050036, -0.8263042253340733, 0.12378684416174089
DoubleSumOfTwo, DoubleProductOfTwo, DoubleProductOfTwo, -0.0215989233441225, 0.3741222395318513, -0.002848613154138032
DoubleSumOfTwo, DoubleSumOfTwo, DoubleProductOfTwo, 0.7204392642459212, 0.23710037161191755, 0.9168821542387624
DoubleSumOfTwo, DoubleProductOfTwo, DoubleSumOfTwo, 0.7216669738355004, 0.49340358807850615, 1.5711436362021998
DoubleSumOfTwo, DoubleProductOfTwo, DoubleSumOfTwo, 0.7421672759518962, -0.4250886109633547, 0.001591808551693219
DoubleProductOfTwo, DoubleProductOfTwo, DoubleSumSqrtsOfTwo, 0.7705734544002085, 0.20638678588309434, 0.7975868066624276
DoubleProductOfTwo, DoubleSumOfTwo, DoubleProductOfTwo, -0.010897709270030864, 0.5612958609269278, -0.003366696938394701
DoubleProductOfTwo, DoubleProductOfTwo, DoubleSumOfTwo, 0.5264621243619965, -0.3011871931077783, -0.3171272990282957
DoubleSumSqrtsOfTwo, DoubleSumSqrtsOfTwo, DoubleProductOfTwo, 0.7973242429264036, 0.4437575519391814, 2.430734944557178
DoubleSumOfTwo, DoubleProductOfTwo, DoubleSumOfTwo, -0.9693940291595409, 0.1550420530881924, -0.9646488166036787
DoubleProductOfTwo, DoubleProductOfTwo, DoubleSumOfTwo, -0.36921287287336546, 0.5320767982962504, -0.3928992065764417
DoubleProductOfTwo, DoubleProductOfTwo, DoubleProductOfTwo, -0.8157734037046225, 0.5161728116505213, 0.17730840973749795
DoubleSumSqrtsOfTwo, DoubleProductOfTwo, DoubleSumOfTwo, 0.981334872441068, 0.4277582883430522, 2.064429931690384
DoubleProductOfTwo, DoubleProductOfTwo, DoubleProductOfTwo, 0.776011172251897, -0.7547218960989339, 0.34301242170173757
DoubleSumOfTwo, DoubleProductOfTwo, DoubleSumOfTwo, 0.8123259003078422, -0.935015343359769, -0.8822266236482973
DoubleProductOfTwo, DoubleSumOfTwo, DoubleProductOfTwo, 0.7103666749152109, 0.33970321192942077, 0.25339639783505735
DoubleProductOfTwo, DoubleSumSqrtsOfTwo, DoubleSumOfTwo, 0.42411205937194474, 0.5355096514113109, 1.6101402156566602
DoubleProductOfTwo, DoubleSumOfTwo, DoubleProductOfTwo, -0.5880930070111983, 0.18856044041564735, 0.04430459636958944
DoubleProductOfTwo, DoubleSumSqrtsOfTwo, DoubleSumOfTwo, 0.44940238163648205, 0.9253557774918975, 2.0481860423117126
DoubleProductOfTwo, DoubleSumOfTwo, DoubleSumOfTwo, -0.5363618412035647, -0.9585570348250743, -0.9807854599312327
DoubleSumOfTwo, DoubleProductOfTwo, DoubleProductOfTwo, 0.46303325319399624, 0.533317190687477, 0.2460423592846642
DoubleSumOfTwo, DoubleProductOfTwo, DoubleProductOfTwo, -0.5706714529859542, 0.7526402779688401, -0.07815748843116196
DoubleSumSqrtsOfTwo, DoubleSumSqrtsOfTwo, DoubleSumSqrtsOfTwo, 0.8520000253526916, 0.16863449227201777, 2.309709745403857
DoubleSumOfTwo, DoubleProductOfTwo, DoubleProductOfTwo, -0.7648425548156599, 0.9099821232581544, -0.10101613120470829
DoubleProductOfTwo, DoubleSumOfTwo, DoubleSumOfTwo, 0.5178894838099724, 0.2588128633017073, 0.9107388072903817
DoubleSumOfTwo, DoubleSumOfTwo, DoubleSumSqrtsOfTwo, 0.6300877504968656, -0.5287709265094995, 0.636606075960216
DoubleSumOfTwo, DoubleSumOfTwo, DoubleSumOfTwo, 0.627123762990941, -0.2833635561032619, 0.6875204137753581
DoubleSumOfTwo, DoubleSumOfTwo, DoubleProductOfTwo, 0.9610133839989088, -0.9178481464864912, 0.0018632377295034262
DoubleProductOfTwo, DoubleProductOfTwo, DoubleSumSqrtsOfTwo, 0.4035383133839143, 0.4341168239755546, 0.837096818674344
DoubleSumSqrtsOfTwo, DoubleProductOfTwo, DoubleProductOfTwo, 0.7811165884648288, 0.4360081719235589, 0.5258849443797381
DoubleProductOfTwo, DoubleSumSqrtsOfTwo, DoubleSumSqrtsOfTwo, 0.18901788395654218, 0.863031572663022, 1.5716915530167561
DoubleSumOfTwo, DoubleProductOfTwo, DoubleProductOfTwo, 0.8866297765933426, -0.12435252109529515, -0.08404461048146844
DoubleProductOfTwo, DoubleProductOfTwo, DoubleSumOfTwo, -0.27272247472977806, -0.44469756512349745, 0.24255804093357375
DoubleSumOfTwo, DoubleSumOfTwo, DoubleSumSqrtsOfTwo, 0.998502288063976, 0.9296489757610775, 2.777157729640183
DoubleSumOfTwo, DoubleProductOfTwo, DoubleSumSqrtsOfTwo, 0.12981249677694828, 0.9206828449359654, 1.3706478127568458
DoubleSumOfTwo, DoubleProductOfTwo, DoubleSumOfTwo, 0.9111700885386098, -0.6799764257591887, -0.38838051728374634
DoubleSumOfTwo, DoubleProductOfTwo, DoubleProductOfTwo, 0.07328617240640267, -0.04918680544125409, -8.687129425010839E-5
DoubleSumOfTwo, DoubleProductOfTwo, DoubleProductOfTwo, 0.6838348021037621, 0.22471413555230502, 0.13961430433807354
DoubleSumOfTwo, DoubleSumOfTwo, DoubleProductOfTwo, -0.28397905023499637, -0.751867601501216, 1.072978285913122
DoubleProductOfTwo, DoubleSumOfTwo, DoubleSumOfTwo, -0.49510783190586927, -0.053423096260312386, -0.5220807348030398
DoubleSumSqrtsOfTwo, DoubleSumSqrtsOfTwo, DoubleProductOfTwo, 0.7141493230567539, 0.7160856984450594, 2.8604687321871154
DoubleSumOfTwo, DoubleSumOfTwo, DoubleSumOfTwo, 0.9245713519117309, 0.8340560654224765, 3.5172548346684147
DoubleSumOfTwo, DoubleProductOfTwo, DoubleProductOfTwo, 0.44100316199798373, -0.4191728319547221, -0.004035479373068155
DoubleProductOfTwo, DoubleProductOfTwo, DoubleProductOfTwo, 0.970176482475007, 0.5835297409027316, 0.3204995892859912
DoubleSumSqrtsOfTwo, DoubleProductOfTwo, DoubleSumOfTwo, 0.179022669305966, 0.4536845106402829, 1.1778915845998714
DoubleProductOfTwo, DoubleSumOfTwo, DoubleProductOfTwo, -0.9687992648191555, -0.7420748436543982, -1.2299842881141374
DoubleSumOfTwo, DoubleProductOfTwo, DoubleProductOfTwo, 0.6449236462762293, 0.5292800273411993, 0.4008087938401181
DoubleSumOfTwo, DoubleSumOfTwo, DoubleProductOfTwo, 0.5879997461382847, 0.41163330226098505, 0.9992662314520167
DoubleProductOfTwo, DoubleSumOfTwo, DoubleSumOfTwo, -0.13864634877429394, 0.8761537623659517, 0.6160318934747582
DoubleProductOfTwo, DoubleProductOfTwo, DoubleSumOfTwo, -0.23441439139104658, 0.30509461842538066, -0.14303713858973838
DoubleSumOfTwo, DoubleProductOfTwo, DoubleSumOfTwo, -0.29859584505552883, 0.7046754549605994, 0.19566644694122112
DoubleProductOfTwo, DoubleProductOfTwo, DoubleSumOfTwo, 0.6759271745139741, -0.9453078345435022, -1.2779185072978256
DoubleSumOfTwo, DoubleProductOfTwo, DoubleSumOfTwo, 0.3275228345674166, 0.6399309172243617, 1.177045739728428
DoubleSumSqrtsOfTwo, DoubleProductOfTwo, DoubleSumOfTwo, 0.5201657321771889, 0.6154511946104546, 1.825868757292331
DoubleSumSqrtsOfTwo, DoubleSumOfTwo, DoubleProductOfTwo, 0.4479474841292892, 0.7047771673835104, 1.7392296465416208
DoubleSumOfTwo, DoubleSumOfTwo, DoubleProductOfTwo, -0.9040033121064492, 0.8188366331878898, 0.007253363198016998
DoubleSumOfTwo, DoubleProductOfTwo, DoubleSumOfTwo, -0.5484134834416909, -0.8828676438629615, -0.9471046073158075
DoubleSumOfTwo, DoubleProductOfTwo, DoubleProductOfTwo, -0.9492684957456177, 0.04576154105702779, 0.039248332391930735
DoubleSumSqrtsOfTwo, DoubleProductOfTwo, DoubleSumOfTwo, 0.8918194269659441, 0.9444886188838206, 2.7585232572175715
DoubleSumOfTwo, DoubleSumSqrtsOfTwo, DoubleProductOfTwo, 0.16847625220199292, 0.8687499382174759, 1.3925032827076829
DoubleSumOfTwo, DoubleSumOfTwo, DoubleSumOfTwo, -0.9062517225215028, -0.9074960112297876, -3.627495467502581
DoubleSumSqrtsOfTwo, DoubleSumSqrtsOfTwo, DoubleSumSqrtsOfTwo, 0.34979239298325027, 0.1294199466986794, 1.9505715381730229
DoubleSumOfTwo, DoubleSumOfTwo, DoubleSumOfTwo, 0.6549397087399973, 0.40767235858252104, 2.1252241346450367
DoubleProductOfTwo, DoubleProductOfTwo, DoubleProductOfTwo, -0.07228321597325649, -0.7880341965826312, 0.003244629117979244
DoubleSumOfTwo, DoubleProductOfTwo, DoubleSumOfTwo, 0.133634536440141, 0.30089031211464223, 0.47473418593355277
DoubleSumOfTwo, DoubleSumOfTwo, DoubleProductOfTwo, 0.3512138321199296, 0.7392357568482577, 1.1890803060808888
DoubleProductOfTwo, DoubleProductOfTwo, DoubleProductOfTwo, 0.004811750016605387, -0.39698595146311333, 3.6488531845124028E-6
DoubleSumSqrtsOfTwo, DoubleProductOfTwo, DoubleSumOfTwo, 0.29457983041070435, 0.5988767115963276, 1.4930403394251952
DoubleSumOfTwo, DoubleSumSqrtsOfTwo, DoubleSumOfTwo, 0.9414793068341589, 0.05947565506308772, 2.2151298387102223
DoubleProductOfTwo, DoubleProductOfTwo, DoubleSumOfTwo, 0.1904123437860461, -0.05460160618891252, -0.02079363961782703
DoubleSumOfTwo, DoubleProductOfTwo, DoubleSumOfTwo, -0.3274970359192426, 0.9393804013923055, 0.3042390684164545
DoubleSumOfTwo, DoubleProductOfTwo, DoubleSumSqrtsOfTwo, 0.04365982302596416, 0.16289758195626147, 0.5388190153534694
DoubleProductOfTwo, DoubleSumOfTwo, DoubleSumOfTwo, 0.6382286554207535, -0.0652853298869569, 0.5312763572213437
DoubleProductOfTwo, DoubleProductOfTwo, DoubleProductOfTwo, 0.5176460443360527, 0.5398584666512907, 0.0780954322391034
DoubleSumOfTwo, DoubleProductOfTwo, DoubleProductOfTwo, 0.46039743878785866, -0.9850932745051659, 0.23796762181669193
DoubleSumOfTwo, DoubleSumOfTwo, DoubleSumOfTwo, -0.24935431675107322, -0.2359690321066843, -0.970646697715515
DoubleProductOfTwo, DoubleSumSqrtsOfTwo, DoubleSumSqrtsOfTwo, 0.1274085937290801, 0.9931501779102108, 1.519124411647177
DoubleProductOfTwo, DoubleSumOfTwo, DoubleSumOfTwo, -0.18020511686914187, 0.1146476798817686, -0.08621753553924334
DoubleProductOfTwo, DoubleSumSqrtsOfTwo, DoubleProductOfTwo, 0.3651139428492536, 0.3879744630394175, 0.17382790516128044
DoubleSumOfTwo, DoubleProductOfTwo, DoubleProductOfTwo, -0.8491222852161837, -0.9190205197993195, -1.3797893407894755
DoubleProductOfTwo, DoubleProductOfTwo, DoubleProductOfTwo, 0.5012330679497341, -0.8689079023158193, 0.1896823510873329
DoubleSumSqrtsOfTwo, DoubleSumOfTwo, DoubleProductOfTwo, 0.8221647375028973, 0.26436893308086495, 1.543856993815007
DoubleSumOfTwo, DoubleProductOfTwo, DoubleSumOfTwo, -0.28222050510215047, -0.7787295149131299, -0.8411765829785443
DoubleProductOfTwo, DoubleProductOfTwo, DoubleProductOfTwo, 0.5764668319869177, -0.8578781674170524, 0.24456813946584288
DoubleSumSqrtsOfTwo, DoubleSumOfTwo, DoubleSumSqrtsOfTwo, 0.6381389705561131, 0.6277865804585079, 2.3865477976738596
DoubleProductOfTwo, DoubleSumSqrtsOfTwo, DoubleSumOfTwo, 0.7948976936907373, 0.8483844144205017, 2.487027021718068
DoubleProductOfTwo, DoubleProductOfTwo, DoubleProductOfTwo, 0.10311983036777517, -0.6306180619728428, 0.004228800439325594
